Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","845950","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","1718200","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","3462540","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","3173070","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","3109590","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","2570147","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","2600341","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","3980970","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","2961334","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","3050710","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","3287850","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","4118117","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","4120269","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","4146000","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","3787751","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","3878099","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","3817879","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","3546448","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","3428630","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","4200000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","4400000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2022","2022","ha","4000000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2023","2023","ha","4200000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0112","Maize (corn)","2024","2024","ha","5741681","E","Estimated value",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1990","1990","ha","384500","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1991","1991","ha","368700","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1992","1992","ha","306570","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1993","1993","ha","353700","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1994","1994","ha","352600","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1995","1995","ha","394000","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1996","1996","ha","513400","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1997","1997","ha","439300","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1998","1998","ha","654500","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","1999","1999","ha","379100","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2000","2000","ha","415600","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2001","2001","ha","405860","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2002","2002","ha","565600","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2003","2003","ha","620800","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2004","2004","ha","613130","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2005","2005","ha","701990","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2006","2006","ha","633770","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2007","2007","ha","557981","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2008","2008","ha","887660","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2009","2009","ha","805630","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2010","2010","ha","1136290","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2011","2011","ha","1119324","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2012","2012","ha","799361","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2013","2013","ha","928273","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2014","2014","ha","957218","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2015","2015","ha","1154467","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2016","2016","ha","1238000","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2017","2017","ha","1097283","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2018","2018","ha","1032902","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2019","2019","ha","1052547","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2020","2020","ha","1370000","E","Estimated value",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2021","2021","ha","1351200","A","Official figure",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2022","2022","ha","1420000","E","Estimated value",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2023","2023","ha","1200000","E","Estimated value",""
"QCL","Crops and livestock products","834","United Republic of Tanzania","5312","Area harvested","0113","Rice","2024","2024","ha","1304785","I","Value imputed by a receiving agency",""
