holding_id,InputRoster_masika__id,s11q01b,s11q01b_unit
02-60-11-34,Insecticides,2,Liter
02-60-11-34,Herbicides (solid),50,Kilogram
02-60-26-43,Insecticides,2,Liter
02-60-33-76,Urea,50,Kilogram
02-60-33-76,Diammonium phosphate (DAP),50,Kilogram
02-60-33-76,Ammonium sulphate (SA),50,Kilogram
02-60-33-76,Insecticides,100,Milliliter
02-60-33-76,Herbicides (liquid),2,Liter
02-60-47-04,Urea,50,Kilogram
02-60-47-04,Diammonium phosphate (DAP),25,Kilogram
02-60-47-04,Calcium ammonium nitrate (CAN),25,Kilogram
02-60-47-04,Insecticides,500,Milliliter
02-60-85-77,Urea,100,Kilogram
02-60-85-77,Insecticides,100,Milliliter
02-60-86-66,Urea,50,Kilogram
02-60-94-24,Urea,500,Kilogram
02-60-94-24,Calcium ammonium nitrate (CAN),250,Kilogram
02-60-94-24,Ammonium sulphate (SA),350,Kilogram
02-61-04-46,Urea,50,Kilogram
02-61-04-46,Insecticides,20,Liter
02-61-04-46,Herbicides (liquid),48,Liter
02-61-04-46,Fungicides,1667,Kilogram
02-61-33-96,Urea,300,Kilogram
02-61-33-96,Diammonium phosphate (DAP),250,Kilogram
02-61-33-96,Insecticides,1,Liter
02-61-36-96,Urea,10,Kilogram
02-61-36-96,Diammonium phosphate (DAP),4,Kilogram
02-61-63-53,Diammonium phosphate (DAP),150,Kilogram
02-61-63-53,Calcium ammonium nitrate (CAN),150,Kilogram
02-61-63-53,Insecticides,100,Milliliter
02-61-63-53,Fungicides,3,Liter
02-62-05-36,Insecticides,600,Milliliter
02-62-15-58,Urea,150,Kilogram
02-62-15-58,Ammonium sulphate (SA),50,Kilogram
02-62-15-58,Insecticides,6,Liter
02-62-15-58,KENOPLUS,150,Kilogram
02-62-23-46,Urea,8,Kilogram
02-62-23-46,Calcium ammonium nitrate (CAN),8,Kilogram
02-62-23-46,"Nitrogen, phosphorus, potassium (NPK)",8,Kilogram
02-62-23-46,Insecticides,250,Milliliter
02-62-53-32,Insecticides,1,Liter
02-62-54-28,Herbicides (liquid),5,Liter
02-63-03-43,Insecticides,300,Milliliter
02-63-27-92,Urea,100,Kilogram
02-63-27-92,Herbicides (liquid),1,Liter
02-63-33-82,Urea,4,Kilogram
02-63-61-22,Insecticides,4,Liter
02-63-94-04,Insecticides,2,Liter
02-63-94-04,Fungicides,50,Kilogram
02-64-07-96,Urea,25,Kilogram
02-64-07-96,Calcium ammonium nitrate (CAN),25,Kilogram
02-64-07-96,Herbicides (liquid),3,Liter
02-64-91-37,Urea,100,Kilogram
02-64-91-37,Diammonium phosphate (DAP),100,Kilogram
02-64-91-37,Calcium ammonium nitrate (CAN),50,Kilogram
02-64-91-37,Herbicides (liquid),2,Liter
02-64-91-37,Other inorganic fertilizer,,Kilogram
02-65-18-66,Insecticides,1,Liter
02-65-45-85,Urea,200,Kilogram
02-65-45-85,Diammonium phosphate (DAP),100,Kilogram
02-65-45-85,Calcium ammonium nitrate (CAN),50,Kilogram
02-65-45-85,Ammonium sulphate (SA),50,Kilogram
02-65-45-85,Insecticides,6,Liter
02-65-45-85,Herbicides (liquid),5,Liter
02-65-45-85,Fungicides,3,Kilogram
02-66-32-88,Calcium ammonium nitrate (CAN),50,Kilogram
02-66-32-88,Insecticides,250,Milliliter
02-66-45-85,Urea,100,Kilogram
02-66-45-85,Insecticides,250,Milliliter
02-66-53-81,Urea,100,Kilogram
02-66-53-81,Insecticides,150,Milliliter
02-66-59-57,Urea,25,Kilogram
02-66-59-57,Diammonium phosphate (DAP),25,Kilogram
02-66-59-57,Ammonium sulphate (SA),15,Kilogram
02-66-59-57,Insecticides,42,Gram
02-66-96-29,Insecticides,130,Gram
02-66-97-52,Urea,150,Kilogram
02-66-97-52,Diammonium phosphate (DAP),175,Kilogram
02-66-97-52,Calcium ammonium nitrate (CAN),100,Kilogram
02-66-97-52,Ammonium sulphate (SA),100,Kilogram
02-66-97-52,Insecticides,2,Liter
02-66-97-52,Herbicides (liquid),1,Liter
02-67-01-82,Insecticides,5,Liter
02-67-01-82,Fungicides,2,Liter
02-67-18-94,Urea,200,Kilogram
02-67-18-94,Diammonium phosphate (DAP),300,Kilogram
02-67-18-94,Ammonium sulphate (SA),200,Kilogram
02-67-18-94,Insecticides,1,Liter
02-67-78-67,Insecticides,1,Liter
02-68-62-76,Insecticides,1,Liter
02-68-62-76,Fungicides,1,Kilogram
02-68-73-73,Urea,20,Kilogram
02-68-73-73,Diammonium phosphate (DAP),10,Kilogram
02-68-73-73,Insecticides,2,Liter
02-68-74-87,Urea,500,Kilogram
02-68-74-87,Diammonium phosphate (DAP),350,Kilogram
02-68-74-87,Calcium ammonium nitrate (CAN),50,Kilogram
02-68-74-87,Ammonium sulphate (SA),250,Kilogram
02-68-74-87,Insecticides,250,Milliliter
02-69-06-96,Diammonium phosphate (DAP),200,Kilogram
02-69-06-96,Calcium ammonium nitrate (CAN),100,Kilogram
02-69-06-96,Ammonium sulphate (SA),150,Kilogram
02-69-06-96,Insecticides,3,Liter
02-69-06-96,Herbicides (liquid),2,Liter
02-69-57-13,Insecticides,2,Liter
02-69-63-35,Insecticides,2,Liter
02-69-66-36,Insecticides,1,Liter
02-70-54-69,Insecticides,500,Milliliter
02-70-59-53,Insecticides,75,Kilogram
02-70-87-46,Urea,200,Kilogram
02-70-87-46,Diammonium phosphate (DAP),300,Kilogram
02-70-87-46,Ammonium sulphate (SA),250,Kilogram
02-70-87-46,Herbicides (liquid),5,Liter
02-70-88-44,Insecticides,100,Milliliter
02-71-63-95,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
02-71-63-95,Insecticides,2,Liter
02-71-76-74,Urea,100,Kilogram
02-71-76-74,Diammonium phosphate (DAP),100,Kilogram
02-71-76-74,Ammonium sulphate (SA),100,Kilogram
02-71-76-74,Herbicides (solid),1,Kilogram
02-72-46-57,Urea,100,Kilogram
02-72-46-57,Diammonium phosphate (DAP),100,Kilogram
02-72-46-57,Calcium ammonium nitrate (CAN),100,Kilogram
02-72-46-57,Insecticides,45,Milliliter
02-72-50-39,Urea,50,Kilogram
02-72-50-39,Diammonium phosphate (DAP),50,Kilogram
02-72-50-39,Insecticides,1,Liter
02-72-51-67,Urea,100,Kilogram
02-72-51-67,Diammonium phosphate (DAP),100,Kilogram
02-72-51-67,Calcium ammonium nitrate (CAN),25,Kilogram
02-72-51-67,Ammonium sulphate (SA),25,Kilogram
02-72-51-67,"Nitrogen, phosphorus, potassium (NPK)",50,Kilogram
02-72-51-67,Insecticides,1,Liter
02-72-51-67,Herbicides (liquid),1,Liter
02-72-51-67,Fungicides,1,Liter
02-73-49-49,Insecticides,1,Liter
02-73-62-19,Urea,50,Kilogram
02-73-62-19,Calcium ammonium nitrate (CAN),50,Kilogram
02-73-62-19,Ammonium sulphate (SA),50,Kilogram
02-74-31-76,Urea,1500,Kilogram
02-74-31-76,"Nitrogen, phosphorus, potassium (NPK)",3000,Kilogram
02-74-31-76,Insecticides,30,Liter
02-74-38-05,Urea,200,Kilogram
02-74-38-05,Diammonium phosphate (DAP),200,Kilogram
02-74-38-05,Calcium ammonium nitrate (CAN),200,Kilogram
02-74-38-05,Insecticides,250,Gram
02-74-38-05,Herbicides (liquid),250,Milliliter
02-74-68-23,Urea,100,Kilogram
02-74-68-23,Calcium ammonium nitrate (CAN),50,Kilogram
02-74-68-23,"Nitrogen, phosphorus, potassium (NPK)",200,Kilogram
02-74-68-23,Insecticides,120,Milliliter
02-74-82-94,Insecticides,1,Liter
02-75-28-93,Insecticides,3,Liter
02-75-29-39,Urea,50,Kilogram
02-75-29-39,Diammonium phosphate (DAP),50,Kilogram
02-75-29-39,Calcium ammonium nitrate (CAN),50,Kilogram
02-75-29-39,Ammonium sulphate (SA),50,Kilogram
02-75-29-39,Insecticides,250,Milliliter
02-75-77-05,Urea,1500,Kilogram
02-75-77-05,Insecticides,334,Liter
02-75-77-05,Herbicides (liquid),25,Liter
02-75-77-05,Fungicides,550,Liter
02-76-02-24,Insecticides,200,Milliliter
02-77-09-37,Urea,100,Kilogram
02-77-09-37,Diammonium phosphate (DAP),100,Kilogram
02-77-09-37,Calcium ammonium nitrate (CAN),100,Kilogram
02-77-09-37,Herbicides (liquid),5,Liter
02-77-16-95,Urea,150,Kilogram
02-77-16-95,Diammonium phosphate (DAP),150,Kilogram
02-77-16-95,Calcium ammonium nitrate (CAN),150,Kilogram
02-77-16-95,Insecticides,2,Liter
02-77-62-08,Insecticides,20,Liter
02-77-66-79,Insecticides,500,Milliliter
02-77-93-72,Urea,10,Kilogram
02-77-93-72,Insecticides,50,Milliliter
02-78-09-78,Insecticides,1,Liter
02-78-24-83,Insecticides,750,Milliliter
02-78-41-32,Diammonium phosphate (DAP),50,Kilogram
02-78-56-36,Urea,20,Kilogram
02-78-62-73,Diammonium phosphate (DAP),50,Kilogram
02-79-75-76,Insecticides,0,Liter
02-80-09-17,Urea,25,Kilogram
02-80-09-17,Calcium ammonium nitrate (CAN),25,Kilogram
02-80-09-17,Insecticides,0,Liter
02-80-12-30,Insecticides,250,Milliliter
02-80-35-13,Ammonium sulphate (SA),50,Kilogram
02-80-35-13,Insecticides,1,Liter
02-80-73-81,Diammonium phosphate (DAP),50,Kilogram
02-80-73-81,Calcium ammonium nitrate (CAN),50,Kilogram
02-80-73-81,Insecticides,50,Gram
02-80-79-02,Calcium ammonium nitrate (CAN),1850,Kilogram
02-81-03-82,Urea,150,Kilogram
02-81-03-82,Diammonium phosphate (DAP),150,Kilogram
02-81-03-82,Calcium ammonium nitrate (CAN),150,Kilogram
02-81-03-82,Insecticides,1,Liter
02-81-36-31,Urea,200,Kilogram
02-81-36-31,Diammonium phosphate (DAP),50,Kilogram
02-81-36-31,Calcium ammonium nitrate (CAN),300,Kilogram
02-81-36-31,Ammonium sulphate (SA),300,Kilogram
02-81-36-31,Insecticides,2,Liter
02-81-36-31,Herbicides (liquid),1,Liter
02-81-37-01,Herbicides (liquid),63,Milliliter
02-81-68-82,Urea,50,Kilogram
02-81-68-82,Diammonium phosphate (DAP),50,Kilogram
02-81-68-82,Calcium ammonium nitrate (CAN),50,Kilogram
02-81-68-82,Insecticides,200,Milliliter
02-81-71-30,Ammonium sulphate (SA),50,Kilogram
02-82-55-16,Urea,100,Kilogram
02-82-55-16,Diammonium phosphate (DAP),50,Kilogram
02-82-55-16,Calcium ammonium nitrate (CAN),100,Kilogram
02-82-55-16,Ammonium sulphate (SA),100,Kilogram
02-82-55-16,Insecticides,2,Liter
02-82-65-32,Urea,150,Kilogram
02-82-65-32,Diammonium phosphate (DAP),150,Kilogram
02-82-65-32,Ammonium sulphate (SA),100,Kilogram
02-82-65-32,Herbicides (liquid),5,Liter
02-82-71-36,Urea,200,Kilogram
02-82-71-36,Calcium ammonium nitrate (CAN),200,Kilogram
02-82-71-36,Herbicides (liquid),2,Liter
02-82-96-77,Urea,50,Kilogram
02-83-24-54,Urea,400,Kilogram
02-83-24-54,Ammonium sulphate (SA),200,Kilogram
02-83-34-87,Urea,100,Kilogram
02-83-34-87,Ammonium sulphate (SA),50,Kilogram
02-83-34-87,Insecticides,100,Milliliter
02-83-34-87,Herbicides (liquid),1,Liter
02-83-39-50,Insecticides,200,Milliliter
02-83-48-77,Insecticides,2,Liter
02-83-64-20,Insecticides,1,Liter
02-83-70-79,Insecticides,1,Liter
02-83-80-96,Diammonium phosphate (DAP),13,Kilogram
02-83-80-96,Calcium ammonium nitrate (CAN),13,Kilogram
02-83-80-96,Insecticides,35,Milliliter
02-83-95-65,Herbicides (liquid),24,Liter
02-84-36-58,Urea,3,Kilogram
02-84-36-58,Insecticides,20,Milliliter
02-84-80-01,Insecticides,200,Milliliter
02-85-06-62,Urea,50,Kilogram
02-85-06-62,Diammonium phosphate (DAP),50,Kilogram
02-85-06-62,Fungicides,1,Kilogram
02-85-20-45,Urea,100,Kilogram
02-85-20-45,Diammonium phosphate (DAP),100,Kilogram
02-85-20-45,Herbicides (liquid),3,Liter
02-85-32-77,Urea,200,Kilogram
02-85-32-77,Calcium ammonium nitrate (CAN),200,Kilogram
02-85-32-77,Herbicides (liquid),10,Liter
02-85-38-30,Insecticides,2,Liter
02-85-53-32,Insecticides,2,Liter
02-85-87-31,Urea,20,Kilogram
02-85-87-31,Insecticides,1,Liter
02-85-88-12,Insecticides,100,Gram
02-85-97-12,Insecticides,1,Liter
02-86-04-45,Urea,50,Kilogram
02-86-04-45,Diammonium phosphate (DAP),50,Kilogram
02-86-04-45,Calcium ammonium nitrate (CAN),50,Kilogram
02-86-04-45,Herbicides (liquid),5,Milliliter
02-86-20-84,Insecticides,1,Liter
02-87-36-26,Insecticides,1,Liter
02-87-68-64,Urea,50,Kilogram
02-87-68-64,Calcium ammonium nitrate (CAN),50,Kilogram
02-88-14-11,Urea,100,Kilogram
02-88-14-11,Diammonium phosphate (DAP),100,Kilogram
02-88-14-11,Insecticides,250,Milliliter
02-88-29-25,Urea,100,Kilogram
02-88-29-25,Herbicides (liquid),2,Liter
02-88-68-10,Urea,15,Kilogram
02-88-68-10,"Nitrogen, phosphorus, potassium (NPK)",15,Kilogram
02-88-68-10,Insecticides,1,Liter
02-89-31-81,Urea,50,Kilogram
02-89-31-81,Calcium ammonium nitrate (CAN),500,Kilogram
02-89-31-81,"Nitrogen, phosphorus, potassium (NPK)",1500,Kilogram
02-89-31-81,Insecticides,900,Gram
02-89-66-47,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
02-89-70-92,Insecticides,2,Liter
02-90-62-49,Urea,25,Kilogram
02-90-62-49,Diammonium phosphate (DAP),25,Kilogram
02-90-62-49,Insecticides,1,Liter
02-90-73-54,Insecticides,3,Liter
02-90-75-83,Urea,13,Kilogram
02-90-75-83,Diammonium phosphate (DAP),6,Kilogram
02-90-75-83,Insecticides,750,Milliliter
02-90-75-83,Herbicides (liquid),8,Liter
02-90-94-32,Calcium ammonium nitrate (CAN),100,Kilogram
02-90-94-32,Insecticides,200,Milliliter
02-90-97-24,Urea,20,Kilogram
02-90-97-24,Insecticides,1,Liter
02-91-31-67,Urea,100,Kilogram
02-91-31-67,Insecticides,2,Liter
02-91-44-26,Urea,200,Kilogram
02-91-44-26,Diammonium phosphate (DAP),150,Kilogram
02-91-44-26,Calcium ammonium nitrate (CAN),100,Kilogram
02-91-44-26,Ammonium sulphate (SA),50,Kilogram
02-91-44-26,Insecticides,1,Liter
02-91-44-26,Herbicides (liquid),2,Liter
02-91-56-96,Urea,200,Kilogram
02-91-56-96,Diammonium phosphate (DAP),200,Kilogram
02-91-56-96,Calcium ammonium nitrate (CAN),150,Kilogram
02-91-56-96,Ammonium sulphate (SA),150,Kilogram
02-91-56-96,Insecticides,7,Milliliter
02-91-60-96,Diammonium phosphate (DAP),50,Kilogram
02-91-60-96,Herbicides (liquid),1,Liter
02-92-00-87,Urea,4,Kilogram
02-92-00-87,Diammonium phosphate (DAP),4,Kilogram
02-92-13-48,Urea,50,Kilogram
02-92-13-48,Diammonium phosphate (DAP),50,Kilogram
02-92-13-48,Herbicides (liquid),3,Liter
02-92-21-92,Herbicides (liquid),0,Liter
02-93-24-80,Urea,25,Kilogram
02-93-24-80,Calcium ammonium nitrate (CAN),25,Kilogram
02-93-24-80,Insecticides,2,Liter
02-93-85-38,Herbicides (liquid),200,Milliliter
02-94-10-99,Urea,3,Kilogram
02-94-93-06,Insecticides,2,Liter
02-95-02-66,Insecticides,10,Liter
02-95-02-66,Fungicides,180,Kilogram
02-95-60-97,Insecticides,2,Liter
02-96-16-59,Insecticides,1,Liter
02-96-47-19,Urea,100,Kilogram
02-96-47-19,Diammonium phosphate (DAP),150,Kilogram
02-96-47-19,Insecticides,200,Milliliter
02-97-06-84,Insecticides,1000,Milliliter
02-97-25-08,Insecticides,2,Liter
02-97-79-53,Insecticides,1,Liter
02-98-12-76,Insecticides,1,Liter
02-98-42-19,Urea,100,Kilogram
02-98-42-19,Diammonium phosphate (DAP),150,Kilogram
02-98-42-19,Insecticides,4,Liter
02-99-03-85,Urea,50,Kilogram
02-99-03-85,Insecticides,6,Milliliter
02-99-03-85,Herbicides (liquid),6,Liter
02-99-15-65,Urea,3,Kilogram
02-99-15-65,Calcium ammonium nitrate (CAN),3,Kilogram
02-99-15-65,"Nitrogen, phosphorus, potassium (NPK)",3,Kilogram
02-99-15-65,Herbicides (liquid),2,Liter
02-99-41-74,Urea,3,Kilogram
02-99-41-74,Diammonium phosphate (DAP),5,Kilogram
02-99-41-74,Insecticides,0,Liter
02-99-66-21,Diammonium phosphate (DAP),5,Kilogram
02-99-66-21,Insecticides,0,Liter
02-99-66-21,Herbicides (solid),50,Gram
03-00-17-81,Calcium ammonium nitrate (CAN),50,Kilogram
03-00-17-81,Insecticides,6,Liter
03-00-23-28,Insecticides,400,Milliliter
03-00-24-47,Urea,20,Kilogram
03-00-24-47,Calcium ammonium nitrate (CAN),6,Kilogram
03-00-24-47,Insecticides,1,Milliliter
03-00-64-81,Herbicides (liquid),1,Liter
03-00-68-47,Insecticides,200,Milliliter
03-00-82-08,Insecticides,1,Liter
03-01-04-41,Insecticides,1,Liter
03-01-19-72,Herbicides (solid),3,Kilogram
03-02-36-22,Urea,9,Kilogram
03-02-36-22,Insecticides,0,Liter
03-02-51-86,Insecticides,20,Liter
03-02-60-00,Urea,25,Kilogram
03-02-60-00,Herbicides (liquid),1,Liter
03-02-81-00,Insecticides,5,Liter
03-03-00-14,Insecticides,4,Liter
03-03-59-92,Insecticides,500,Milliliter
03-03-69-29,Insecticides,1,Liter
03-03-89-26,Urea,300,Kilogram
03-03-89-26,Herbicides (solid),3,Kilogram
03-03-99-32,Diammonium phosphate (DAP),50,Kilogram
03-03-99-32,Insecticides,500,Milliliter
03-04-29-85,Insecticides,6,Liter
03-05-26-24,Insecticides,1,Liter
03-05-38-35,Diammonium phosphate (DAP),50,Kilogram
03-05-38-35,Calcium ammonium nitrate (CAN),50,Kilogram
03-05-38-35,Insecticides,10,Milliliter
03-06-51-49,Insecticides,50,Milliliter
03-06-90-34,Insecticides,1,Liter
03-07-65-29,Urea,50,Kilogram
03-07-65-29,Calcium ammonium nitrate (CAN),50,Kilogram
03-07-65-29,Ammonium sulphate (SA),50,Kilogram
03-07-65-29,Herbicides (liquid),1,Liter
03-07-75-45,Insecticides,300,Milliliter
03-07-76-18,Urea,100,Kilogram
03-07-76-18,Calcium ammonium nitrate (CAN),250,Kilogram
03-07-76-18,"Nitrogen, phosphorus, potassium (NPK)",600,Kilogram
03-07-76-18,Insecticides,550,Milliliter
03-07-77-83,Urea,50,Kilogram
03-07-77-83,Diammonium phosphate (DAP),50,Kilogram
03-08-22-32,Urea,100,Kilogram
03-08-32-34,Insecticides,240,Milliliter
03-08-36-03,Insecticides,2,Liter
03-08-74-63,Insecticides,2,Liter
03-08-82-27,Insecticides,3,Liter
03-08-82-27,Fungicides,50,Kilogram
03-11-22-16,Urea,35,Kilogram
03-11-22-16,Diammonium phosphate (DAP),40,Kilogram
03-11-22-16,Insecticides,300,Milliliter
03-11-51-96,Herbicides (liquid),1,Liter
03-12-00-04,Urea,300,Kilogram
03-12-00-04,Diammonium phosphate (DAP),150,Kilogram
03-12-00-04,Insecticides,700,Milliliter
03-12-00-04,Herbicides (liquid),2,Milliliter
03-12-13-76,Urea,50,Kilogram
03-12-13-76,Diammonium phosphate (DAP),50,Kilogram
03-12-13-76,Calcium ammonium nitrate (CAN),50,Kilogram
03-12-13-76,Herbicides (liquid),2,Liter
03-12-19-10,Insecticides,1,Liter
03-12-19-10,Fungicides,3,Kilogram
03-12-27-99,Urea,50,Kilogram
03-12-27-99,Insecticides,6,Liter
03-12-27-99,Herbicides (solid),24,Kilogram
03-12-45-31,Insecticides,700,Milliliter
03-12-72-22,Urea,100,Kilogram
03-12-72-22,Ammonium sulphate (SA),100,Kilogram
03-13-17-01,Urea,50,Kilogram
03-13-17-01,Ammonium sulphate (SA),50,Kilogram
03-13-17-01,Insecticides,1,Liter
03-13-17-01,Fungicides,1,Liter
03-13-92-20,Urea,100,Kilogram
03-13-92-20,Diammonium phosphate (DAP),100,Kilogram
03-13-92-20,Herbicides (liquid),2,Liter
03-14-40-71,Urea,6,Kilogram
03-14-40-71,Calcium ammonium nitrate (CAN),6,Kilogram
03-14-40-71,Insecticides,1,Liter
03-14-78-88,Urea,100,Kilogram
03-14-78-88,Calcium ammonium nitrate (CAN),100,Kilogram
03-14-78-88,"Nitrogen, phosphorus, potassium (NPK)",400,Kilogram
03-14-78-88,Insecticides,100,Gram
03-14-89-81,Insecticides,1,Liter
03-14-95-40,Diammonium phosphate (DAP),25,Kilogram
03-14-95-40,Calcium ammonium nitrate (CAN),50,Kilogram
03-14-95-40,Insecticides,1,Liter
03-14-95-40,Herbicides (liquid),1,Liter
03-15-00-80,Urea,100,Kilogram
03-15-00-80,Calcium ammonium nitrate (CAN),100,Kilogram
03-15-00-80,Herbicides (liquid),4,Liter
03-15-07-62,Urea,50,Kilogram
03-15-13-57,Insecticides,500,Milliliter
03-15-48-22,Insecticides,4,Liter
03-15-84-59,Insecticides,100,Milliliter
03-16-79-27,Insecticides,2,Liter
03-16-79-27,Herbicides (liquid),3,Liter
03-16-80-05,Insecticides,1,Liter
03-16-80-61,Herbicides (liquid),2,Liter
03-16-94-47,Urea,250,Kilogram
03-16-94-47,Diammonium phosphate (DAP),150,Kilogram
03-16-94-47,Calcium ammonium nitrate (CAN),250,Kilogram
03-16-94-47,"Nitrogen, phosphorus, potassium (NPK)",250,Kilogram
03-16-94-47,Insecticides,3,Liter
03-16-94-47,Herbicides (liquid),3,Liter
03-17-11-50,Diammonium phosphate (DAP),50,Kilogram
03-17-11-50,Calcium ammonium nitrate (CAN),50,Kilogram
03-17-59-94,Urea,100,Kilogram
03-17-59-94,Insecticides,2,Liter
03-18-22-18,Insecticides,0,Liter
03-18-42-91,Insecticides,4,Liter
03-18-42-91,Fungicides,50,Kilogram
03-18-57-81,Ammonium sulphate (SA),100,Kilogram
03-18-57-81,Insecticides,200,Milliliter
03-18-57-81,Herbicides (liquid),200,Milliliter
03-19-32-92,Herbicides (liquid),1,Liter
03-19-41-36,Insecticides,2,Liter
03-19-44-52,Insecticides,4,Liter
03-20-27-63,Urea,25,Kilogram
03-20-30-25,Insecticides,1,Liter
03-20-31-01,Calcium ammonium nitrate (CAN),200,Kilogram
03-20-31-01,Ammonium sulphate (SA),100,Kilogram
03-20-31-01,Herbicides (liquid),4,Liter
03-20-76-83,Insecticides,3,Liter
03-21-11-49,Insecticides,200,Milliliter
03-21-73-90,Diammonium phosphate (DAP),50,Kilogram
03-22-05-73,Insecticides,4,Liter
03-22-30-97,Herbicides (liquid),7,Liter
03-22-58-74,Herbicides (liquid),1,Liter
03-22-62-45,Herbicides (liquid),10,Liter
03-23-05-80,Urea,50,Kilogram
03-23-05-80,Herbicides (liquid),1,Liter
03-24-15-66,Insecticides,300,Milliliter
03-24-41-06,Urea,25,Kilogram
03-24-41-06,Diammonium phosphate (DAP),25,Kilogram
03-24-54-17,Insecticides,3,Liter
03-25-36-61,Insecticides,1,Liter
03-25-36-61,Herbicides (liquid),2,Liter
03-25-49-14,Diammonium phosphate (DAP),150,Kilogram
03-25-49-14,Insecticides,5,Liter
03-25-58-71,Insecticides,3,Liter
03-25-60-91,NPS zinc,50,Kilogram
03-25-60-91,Insecticides,50,Milliliter
03-25-60-91,Fungicides,1,Kilogram
03-25-73-44,Diammonium phosphate (DAP),50,Kilogram
03-25-99-27,Urea,600,Kilogram
03-25-99-27,Ammonium sulphate (SA),550,Kilogram
03-25-99-27,Insecticides,3,Liter
03-25-99-27,Herbicides (liquid),3,Liter
03-26-45-68,Urea,200,Kilogram
03-26-45-68,Diammonium phosphate (DAP),225,Kilogram
03-26-45-68,Insecticides,1,Liter
03-26-69-30,Diammonium phosphate (DAP),10,Kilogram
03-26-69-30,Insecticides,1,Liter
03-26-69-30,Herbicides (solid),250,Gram
03-27-07-51,Insecticides,2,Liter
03-27-18-23,Insecticides,1,Liter
03-27-24-48,Insecticides,100,Milliliter
03-27-31-56,Urea,100,Kilogram
03-27-31-56,Ammonium sulphate (SA),100,Kilogram
03-27-31-56,Herbicides (liquid),2,Liter
03-27-49-06,Diammonium phosphate (DAP),25,Kilogram
03-27-53-79,Insecticides,4,Liter
03-28-28-85,Urea,25,Kilogram
03-28-28-85,Diammonium phosphate (DAP),25,Kilogram
03-28-69-66,Insecticides,3,Liter
03-28-89-48,Urea,50,Kilogram
03-28-89-48,Diammonium phosphate (DAP),50,Kilogram
03-28-89-48,Calcium ammonium nitrate (CAN),50,Kilogram
03-29-53-18,Insecticides,5,Liter
03-29-99-47,Diammonium phosphate (DAP),250,Kilogram
03-29-99-47,Insecticides,2,Liter
03-29-99-47,Fungicides,2,Liter
03-29-99-47,Triple Super Phosphate (TSP),145,Kilogram
03-30-72-73,Fungicides,15,Milliliter
03-31-45-94,Urea,75,Kilogram
03-31-45-94,Diammonium phosphate (DAP),50,Kilogram
03-31-45-94,Herbicides (liquid),2,Liter
03-31-56-08,Urea,100,Kilogram
03-31-56-08,Diammonium phosphate (DAP),100,Kilogram
03-31-56-08,Insecticides,1,Milliliter
03-31-58-90,Diammonium phosphate (DAP),50,Kilogram
03-31-58-90,Calcium ammonium nitrate (CAN),50,Kilogram
03-31-58-90,Ammonium sulphate (SA),50,Kilogram
03-31-58-90,Insecticides,1,Liter
03-31-67-55,Urea,150,Kilogram
03-31-67-55,Ammonium sulphate (SA),200,Kilogram
03-31-67-55,Herbicides (liquid),3,Liter
03-31-75-91,Calcium ammonium nitrate (CAN),100,Kilogram
03-31-89-66,Urea,10,Kilogram
03-31-89-66,Calcium ammonium nitrate (CAN),10,Kilogram
03-31-89-66,Insecticides,0,Liter
03-31-90-20,Diammonium phosphate (DAP),150,Kilogram
03-31-90-20,Calcium ammonium nitrate (CAN),100,Kilogram
03-31-90-20,"Nitrogen, phosphorus, potassium (NPK)",150,Kilogram
03-32-28-48,Urea,100,Kilogram
03-32-28-48,Calcium ammonium nitrate (CAN),100,Kilogram
03-32-28-48,"Nitrogen, phosphorus, potassium (NPK)",100,Kilogram
03-32-28-48,Insecticides,2,Liter
03-32-66-22,Urea,50,Kilogram
03-32-66-22,Calcium ammonium nitrate (CAN),100,Kilogram
03-32-66-22,Ammonium sulphate (SA),50,Kilogram
03-32-66-22,Insecticides,2,Liter
03-32-66-22,KENOPLUS,50,Kilogram
03-33-45-59,Insecticides,1,Liter
03-33-45-59,Herbicides (liquid),1,Liter
03-33-50-68,Urea,100,Kilogram
03-33-50-68,Diammonium phosphate (DAP),150,Kilogram
03-33-50-68,Insecticides,2,Liter
03-33-50-68,Herbicides (liquid),2,Liter
03-33-52-25,Insecticides,1,Liter
03-33-57-38,Insecticides,7,Liter
03-34-16-47,Urea,50,Kilogram
03-34-16-47,Diammonium phosphate (DAP),50,Kilogram
03-34-16-47,Calcium ammonium nitrate (CAN),50,Kilogram
03-34-16-47,Insecticides,350,Milliliter
03-34-16-47,Herbicides (liquid),1,Milliliter
03-34-40-38,Insecticides,1,Liter
03-34-46-30,Urea,3,Kilogram
03-34-46-30,Calcium ammonium nitrate (CAN),3,Kilogram
03-34-92-35,Urea,250,Kilogram
03-34-92-35,Diammonium phosphate (DAP),250,Kilogram
03-34-92-35,Calcium ammonium nitrate (CAN),250,Kilogram
03-34-92-35,Ammonium sulphate (SA),250,Kilogram
03-34-92-35,Herbicides (liquid),250,Milliliter
03-35-39-96,Urea,100,Kilogram
03-35-39-96,Diammonium phosphate (DAP),100,Kilogram
03-35-39-96,Calcium ammonium nitrate (CAN),200,Kilogram
03-35-39-96,Ammonium sulphate (SA),200,Kilogram
03-35-39-96,Insecticides,4,Liter
